BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Building Address City,Building Address Zip Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types,Site EUI (Energy Use Intensity kBtu/ft²),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Electricity Usage (kBtu),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Chilled Water Usage (kBtu),District Steam Usage (kBtu),Fuel Oil 1 Usage (kBtu),Fuel Oil 2 Usage (kBtu),Fuel Oil 4 Usage (kBtu),Fuel Oil 5 and 6 Usage (kBtu),Propane Usage (kBtu),Diesel Usage (kBtu),Kerosene Usage (kBtu),Water Usage Intensity (Gallons/ft²),Compliance Status,BERDO Report Status,Estimated Total GHG Emissions (kgCO2e),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (PPA),Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Cooresponding Campus ID,Notes,Reporting Compliance Status,First Emissions Compliance Year (Projected)
105018,2100900000.0,PARK VALE LIMITED PATRNERSHI,50 park vale ave,boston,2134.0,50 park vale av,boston,2134.0,23985.0,,Multifamily Housing,Multifamily Housing ,39.7,99.0,952658.5,,151196.0,,,,,,801462.6,,,,,,19.58,In Compliance,7 - Accepted by BERDO Team,71436.14315,No,No,No,No,No,No,,,in compliance,
105019,500515000.0,PARKING ASSOCIATES LPS MASS LPS,120 herald st,boston,2116.0,120 herald st,boston,2116.0,115680.0,,Parking,Parking ,1.5,,172558.6,,172558.6,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,,Yes,No,No,No,No,No,,,in compliance,
105020,2102469000.0,PARKLAKE REALTY CORP,1960-1980 commonwealth ave,boston,2135.0,1980 1960 commonwealth av,boston,2135.0,141204.0,,Multifamily Housing,Multifamily Housing ,88.7,47.0,12517768.2,11160699.8,1357068.4,,,,,,,,,,,,28.74,In Compliance,7 - Accepted by BERDO Team,700088.8768,No,No,No,No,No,No,,,in compliance,
105021,1600542000.0,PARKMAN AND GIBSON LLC,90 parkman st,boston,2122.0,90 parkman st,boston,2122.0,30364.0,,"Repair Services (Vehicle, Shoe, Locksmith, etc.)","Repair Services Vehicle, Shoe, Locksmith, etc ",66.8,,2027740.4,1396650.1,631090.3,,,,,,,,,,,,5.15,In Compliance,7 - Accepted by BERDO Team,124095.3295,No,No,No,No,No,No,,,in compliance,
105022,401474000.0,PARKSIDE TOWER LLC,91 westland ave,boston,2115.0,91 westland av,boston,2115.0,119638.0,,Multifamily Housing,Multifamily Housing ,86.3,56.0,10327042.6,3322400.1,2396353.4,,,,,,4608289.2,,,,,,45.82,In Compliance,7 - Accepted by BERDO Team,707985.3648,No,No,No,No,No,No,,,in compliance,
105023,504279000.0,PARKSIDE TOWER LLC,149 park dr,boston,2215.0,149 park dr,boston,2215.0,20332.0,,Multifamily Housing,Multifamily Housing ,70.4,95.0,1430963.8,313000.0,414950.4,,,,,,703013.4,,,,,,27.31,In Compliance,7 - Accepted by BERDO Team,101616.6311,No,No,No,No,No,No,,,in compliance,
105026,801615010.0,PARMELEE COURT LIMITED,1762-1786 washington st,boston,2118.0,1762 1786 washington st,boston,2118.0,39781.0,,Multifamily Housing,,77.7,40.0,3091009.3,2326799.8,764209.5,,,,,,,,,,,,74.09,In Compliance,7 - Accepted by BERDO Team,184025.3088,I'm not sure,No,No,Maybe,No,No,,,in compliance,
105030,304681000.0,PAULIST RELIGIOUS PROPERTY  TRUST,4-6 park st,boston,2108.0,4 6 park st,boston,2108.0,43000.0,,Worship Facility,"Worship Facility , Residence Hall/Dormitory ",53.1,73.0,2281169.3,82363.6,775778.9,,,,1423026.9,,,,,,,,7.62,In Compliance,7 - Accepted by BERDO Team,160227.4279,No,No,Yes,Yes,No,No,,,in compliance,
105031,304672000.0,PEABODY EQUITY PARTNERS LLC,14-24 federal st,boston,2110.0,24 federal st,boston,2110.0,73686.0,,Office,Office ,61.8,71.0,4551119.1,1734100.3,2817018.9,,,,,,,,,,,,1.78,In Compliance,7 - Accepted by BERDO Team,314924.2619,No,No,No,Yes,No,No,,,in compliance,
105032,304673000.0,PEABODY EQUITY PARTNERS LLC,77-81 milk st,boston,2110.0,8 12 federal st,boston,2110.0,64879.0,,Office,Office ,125.4,39.0,8138350.4,5606800.0,2531550.5,,,,,,,,,,,,3.97,In Compliance,7 - Accepted by BERDO Team,498022.7926,No,No,No,Yes,No,No,,,in compliance,
105033,1300691000.0,PEABODY MEDEIROS LLC,11 woodcliff st,boston,2125.0,11 woodcliff st,boston,2125.0,51132.0,,Multifamily Housing,Multifamily Housing ,45.4,95.0,2323037.2,1516351.7,806685.5,,,,,,,,,,,,32.17,In Compliance,7 - Accepted by BERDO Team,144342.2618,No,No,No,No,No,No,,,in compliance,
105034,700195000.0,PEABODY OREILLY LLC,347 dorchester st,boston,2127.0,347 dorchester st,boston,2127.0,27876.0,,Multifamily Housing,Multifamily Housing ,35.4,98.0,986302.5,451069.0,535233.6,,,,,,,,,,,,30.61,In Compliance,7 - Accepted by BERDO Team,66293.25235,No,No,No,No,No,No,,,in compliance,
105035,1303411010.0,PENINSULA HOUSING ASSOC II LLC,375 mount vernon st,boston,2125.0,401 mt vernon st,boston,2125.0,201904.0,23224.0,Multifamily Housing,"Multifamily Housing , Parking ",42.8,100.0,8646943.3,6495499.9,2151443.4,,,,,,,,,,,,28.51,In Compliance,7 - Accepted by BERDO Team,515155.1726,Yes,No,No,Yes,No,No,19468236.0,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,in compliance,
105036,1303412000.0,PENINSULA HOUSING I LLC,401 mount vernon st,boston,2125.0,375 401 mt vernon st,boston,2125.0,132326.0,20703.0,Multifamily Housing,"Multifamily Housing , Parking ",94.1,20.0,12446065.6,7861593.2,4584472.4,,,,,,,,,,,,71.49,In Compliance,7 - Accepted by BERDO Team,780160.9817,Yes,No,No,Yes,No,No,19468236.0,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,in compliance,
105037,801401510.0,PENMARK CONDO TR,761 harrison ave,boston,2118.0,21 fr francis gilday st,boston,2118.0,81750.0,,Multifamily Housing,Multifamily Housing ,48.1,82.0,3930233.7,2784299.8,1145933.8,,,,,,,,,,,,22.88,In Compliance,7 - Accepted by BERDO Team,238517.526,No,No,No,No,No,No,,,in compliance,
105038,305960000.0,PENNY SAVINGS BANK CONDO TR,1361-1375 washington st,boston,2118.0,1361 1375 washington st,boston,2118.0,38997.0,,Multifamily Housing,Multifamily Housing ,152.4,1.0,5944894.6,3616300.1,2328594.5,,,,,,,,,,,,28.02,In Compliance,7 - Accepted by BERDO Team,376253.5233,No,No,No,No,No,No,,,in compliance,
105040,300154020.0,PETER FANEUIL DEVLPMNT GROUP,30 s russell st,boston,2114.0,30 s russell st,boston,2114.0,32210.0,,Multifamily Housing,Multifamily Housing ,63.0,84.0,2029694.7,1511879.9,517814.7,,,,,,,,,,,,32.05,In Compliance,7 - Accepted by BERDO Team,121255.0843,No,No,No,No,No,No,,,in compliance,
105041,504224000.0,PETERBOROUGH CONDO TR,82 jersey st,boston,2215.0,86 82 jersey st,boston,2215.0,27584.0,,Multifamily Housing,Multifamily Housing ,78.7,73.0,2171948.6,1784399.9,387548.6,,,,,,,,,,,,30.89,In Compliance,7 - Accepted by BERDO Team,125424.5729,No,No,No,No,No,No,,,in compliance,
105043,504236000.0,PETERBOROUGH GARDENS CD TR,24-30 peterborough st,boston,2215.0,30 24 peterborough st,boston,2215.0,25672.0,,Multifamily Housing,Multifamily Housing ,92.2,54.0,2368150.2,1894800.1,473350.2,,,,,,,,,,,,37.02,In Compliance,7 - Accepted by BERDO Team,138074.8341,No,No,No,No,No,No,,,in compliance,
105044,504233000.0,PETERBOROUGH HOUSING,42 peterborough st,boston,2215.0,42 peterborough st,boston,2215.0,63142.0,,Multifamily Housing,Multifamily Housing ,80.2,49.0,5063743.9,141700.0,890787.9,,,,,,4031256.0,,,,,,63.88,In Compliance,7 - Accepted by BERDO Team,377146.5177,No,No,No,No,No,No,,,in compliance,
105045,504305000.0,PETERBOROUGH HOUSING,80 peterborough st,boston,2215.0,80 peterborough st,boston,2215.0,28801.0,,Multifamily Housing,Multifamily Housing ,85.4,48.0,2460241.3,,407215.4,,,,,,2053026.0,,,,,,36.25,In Compliance,7 - Accepted by BERDO Team,184565.7976,No,No,No,No,No,No,,,in compliance,
105046,504307000.0,PETERBOROUGH HOUSING,76 peterborough st,boston,2215.0,76 peterborough st,boston,2215.0,28801.0,,Multifamily Housing,Multifamily Housing ,80.4,30.0,2315321.4,1864497.3,450824.1,,,,,,,,,,,,46.47,In Compliance,7 - Accepted by BERDO Team,134683.6379,No,No,No,No,No,No,,,in compliance,
105047,504308000.0,PETERBOROUGH HOUSING,72 peterborough st,boston,2215.0,72 peterborough st,boston,2215.0,41712.0,,Multifamily Housing,Multifamily Housing ,56.5,82.0,2356324.8,,549628.8,,,,,,1806696.0,,,,,,16.28,In Compliance,7 - Accepted by BERDO Team,177550.5482,No,No,No,No,No,No,,,in compliance,
105048,504221000.0,PETERBOROUGH HOUSING ASSOCIATES LP,39 peterborough st,boston,2215.0,39 peterborough st,boston,2215.0,63147.0,,Multifamily Housing,Multifamily Housing ,66.1,65.0,4174008.2,,752298.2,,,,,,3421710.0,,,,,,33.07,In Compliance,7 - Accepted by BERDO Team,313431.8867,No,No,No,No,No,No,,,in compliance,
105054,1300741010.0,PHILLIPS BROOKS SCHOOL,5 perth st,boston,2121.0,quincy st,boston,2121.0,55000.0,,Multifamily Housing,"Multifamily Housing , Parking ",63.7,72.0,3500771.6,2754287.5,746484.2,,,,,,,,,,,,30.42,In Compliance,7 - Accepted by BERDO Team,205327.1093,I'm not sure,No,No,Maybe,No,No,4423990.0,,in compliance,
105059,901071000.0,PIANO CRAFT GUILD ASSOCIATES MASS LPS,789-793 tremont st,boston,2118.0,272 268 northampton st,boston,2118.0,237565.6,,Multifamily Housing,"Multifamily Housing , Heated Swimming Pool , Parking ",57.5,89.0,13665642.0,10323445.2,3342197.0,,,,,,,,,,,,23.24,In Compliance,7 - Accepted by BERDO Team,812645.9573,No,No,No,Yes,No,No,,,in compliance,
105060,602641050.0,PIER 4 LLC,142 northern av,boston,2110.0,142 northern av,boston,2110.0,417842.0,,Multifamily Housing,"Restaurant , Multifamily Housing ",40.1,84.0,16735748.1,4219200.0,12417271.1,,,,,,99277.2,,,,,,29.58,In Compliance,7 - Accepted by BERDO Team,1213655.217,No,No,Yes,Yes,No,Yes,,,in compliance,
105061,602672070.0,PIER 4 RESIDENCES CONDOMINIUM TRUST,300 pier 4 boulevard,boston,2110.0,300 pier 4 boulevard,boston,2110.0,216953.0,60000.0,Multifamily Housing,"Restaurant , Multifamily Housing , Parking ",75.4,13.0,16366011.9,6237582.0,10128429.9,,,,,,,,,,,,29.65,In Compliance,7 - Accepted by BERDO Team,1132436.785,No,No,No,Yes,No,Yes,,,in compliance,
105064,303030010.0,PILOT HOUSE PROPERTIES LLC,20 eastern ave,boston,2110.0,20 eastern av,boston,2110.0,68035.0,60489.0,Office,"Office , Parking ",69.9,67.0,4757356.8,943029.0,3814329.4,,,,,,,,,,,,12.29,In Compliance,7 - Accepted by BERDO Team,351797.7257,No,No,Yes,No,No,Yes,,,in compliance,
105066,303034000.0,PILOT HOUSE PROPERTIES LLC,50-58 eastern ave,boston,2109.0,58 52 eastern av,boston,2109.0,43518.0,,Office,Office ,45.9,75.0,1999535.0,417258.1,1582276.8,,,,,,,,,,,,17.6,In Compliance,7 - Accepted by BERDO Team,147318.6726,No,No,Yes,No,No,No,,,in compliance,
105068,401327000.0,PIM BOSTON BACK BAY LLC,40 dalton st,boston,2115.0,40 dalton st,boston,2115.0,286039.0,,Hotel,"Hotel , Parking ",80.9,72.0,23137485.9,3098100.0,12660120.2,,,,7379265.9,,,,,,,,55.64,In Compliance,7 - Accepted by BERDO Team,1655938.855,No,No,No,No,No,No,,,in compliance,
105069,306557000.0,PINE STREET INN INC,363 albany st,boston,2118.0,363 albany st,boston,2118.0,42331.0,,Other - Lodging/Residential,"Office , Other - Lodging/Residential ",129.1,,5463820.0,2756247.9,2707572.1,,,,,,,,,,,,46.57,In Compliance,7 - Accepted by BERDO Team,360553.2791,No,No,No,Yes,No,No,,,in compliance,
105071,1102897010.0,PINE STREET INN INC,3368 washington st,boston,2130.0,3368 washington st,boston,2130.0,37718.0,,Office,"Office , Self-Storage Facility ",,,,,,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,,No,No,No,No,No,No,,Vacant building in 2022,in compliance,
105072,1900520010.0,PINE STREET INN INC,82 green st,boston,2130.0,82 green st,boston,2130.0,29600.0,,Multifamily Housing,"Multifamily Housing , Parking ",84.9,59.0,2511927.3,1832838.1,679089.3,,,,,,,,,,,,79.27,In Compliance,7 - Accepted by BERDO Team,151057.9951,No,No,No,No,No,No,,,in compliance,
105075,401673000.0,PIZZI SALVATORE TRSTS,121 saint stephen st,boston,2115.0,121 st stephen st,boston,2115.0,30654.0,,Multifamily Housing,Multifamily Housing ,54.0,99.0,1654785.1,1335200.1,319585.0,,,,,,,,,,,,28.14,In Compliance,7 - Accepted by BERDO Team,96191.65081,I'm not sure,No,No,No,No,No,,,in compliance,
105076,401721000.0,PIZZI SALVATORE TRSTS,60 fenway,boston,2115.0,60 fenway st,boston,2115.0,33882.0,,Multifamily Housing,Multifamily Housing ,58.8,98.0,1993013.9,1719600.1,273413.8,,,,,,,,,,,,27.94,In Compliance,7 - Accepted by BERDO Team,112954.9929,I'm not sure,No,No,No,No,No,,,in compliance,
105079,302391000.0,PIZZUTI DONATO F,212-228 hanover st,boston,2113.0,216 228 hanover st,boston,2113.0,56148.0,,Multifamily Housing,,139.6,22.0,7838228.0,5423599.9,2414628.0,,,,,,,,,,,,62.04,In Compliance,7 - Accepted by BERDO Team,479044.4655,No,No,No,No,No,No,,,in compliance,
105080,303176000.0,PIZZUTI DONATO F,26-30 fleet st,boston,2113.0,30 26 fleet st,boston,2113.0,21500.0,,Multifamily Housing,"Restaurant , Multifamily Housing , Social/Meeting Hall ",41.2,100.0,886609.2,630600.0,256009.2,,,,,,,,,,,,37.93,In Compliance,7 - Accepted by BERDO Team,53741.49372,No,No,No,No,No,No,,,in compliance,
105081,2100669000.0,PIZZUTI DONATO F TRST,4-12 farrington ave,boston,2134.0,33 highgate st,boston,2134.0,37792.0,,Multifamily Housing,,67.5,78.0,2550167.4,2192600.0,357567.4,,,,,,,,,,,,20.42,In Compliance,7 - Accepted by BERDO Team,144732.5673,No,No,No,No,No,No,,,in compliance,
105082,2100881000.0,PIZZUTI DONATO F TRSTS,15 glenville ave,boston,2134.0,15 glenville av,boston,2134.0,24216.0,,Multifamily Housing,Multifamily Housing ,53.2,91.0,1287111.0,1008900.0,278211.1,,,,,,,,,,,,26.64,In Compliance,7 - Accepted by BERDO Team,75589.17701,No,No,No,No,No,No,,,in compliance,
105083,2100816000.0,PIZZUTI FAMILY INC,1193 commonwealth ave,boston,2134.0,1193 commonwealth av,boston,2134.0,21270.0,,Multifamily Housing,Multifamily Housing ,12.2,100.0,259362.4,60900.0,198462.4,,,,,,,,,,,,14.5,In Compliance,7 - Accepted by BERDO Team,18932.77484,No,No,No,No,No,No,23645413.0,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,in compliance,
105084,2100817000.0,PIZZUTI FAMILY INC,1197 commonwealth ave,boston,2134.0,1197 commonwealth av,boston,2134.0,21770.0,,Multifamily Housing,Multifamily Housing ,100.5,40.0,2188174.7,1995400.1,192774.6,,,,,,,,,,,,34.26,In Compliance,7 - Accepted by BERDO Team,121224.1702,No,No,No,No,No,No,23645413.0,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,in compliance,
105085,301650000.0,PIZZUTI LINDA TS,197-201 portland st,boston,2114.0,197 201 portland st,boston,2114.0,22884.0,,Office,,22.7,95.0,518752.9,60900.0,457852.9,,,,,,,,,,,,3.77,In Compliance,7 - Accepted by BERDO Team,39450.56339,No,No,No,No,No,No,,,in compliance,
105086,304671000.0,PL FEDERAL PROPERTIES LP MASS LP,125-135 congress st,boston,2110.0,30 36 federal st,boston,2110.0,45963.0,,Office,Office ,41.3,93.0,1896782.5,734422.5,1162359.9,,,,,,,,,,,,4.18,In Compliance,7 - Accepted by BERDO Team,130947.8471,No,No,No,No,No,No,,,in compliance,
105097,1102640000.0,PLOUFFE HARVEY TRST,461 arborway,boston,2130.0,461 495 arborway st,boston,2130.0,4380.0,,Multifamily Housing,Multifamily Housing ,174.7,,764994.1,683884.0,81110.1,,,,,,,,,,,,49.6,In Compliance,7 - Accepted by BERDO Team,42736.88815,No,No,No,No,No,No,4331167.0,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,in compliance,
105098,1102640000.0,PLOUFFE HARVEY TRST,463 arborway,boston,2130.0,461 495 arborway st,boston,2130.0,4380.0,,Multifamily Housing,Multifamily Housing ,178.4,,781477.5,683884.0,97593.4,,,,,,,,,,,,49.6,In Compliance,7 - Accepted by BERDO Team,44040.71718,No,No,No,No,No,No,4331167.0,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,in compliance,
105099,1102640000.0,PLOUFFE HARVEY TRST,465 arborway,boston,2130.0,461 495 arborway st,boston,2130.0,4380.0,,Multifamily Housing,Multifamily Housing ,172.2,,754184.9,683884.0,70300.8,,,,,,,,,,,,49.6,In Compliance,7 - Accepted by BERDO Team,41881.87252,No,No,No,No,No,No,4331167.0,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,in compliance,
105100,1102640000.0,PLOUFFE HARVEY TRST,491 arborway,boston,2130.0,461 495 arborway st,boston,2130.0,4380.0,,Multifamily Housing,Multifamily Housing ,173.9,,761800.5,683884.0,77916.4,,,,,,,,,,,,49.6,In Compliance,7 - Accepted by BERDO Team,42484.26648,No,No,No,No,No,No,4331167.0,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,in compliance,
105101,1102640000.0,PLOUFFE HARVEY TRST,493 arborway,boston,2130.0,461 495 arborway st,boston,2130.0,4380.0,,Multifamily Housing,Multifamily Housing ,179.9,,787851.1,683884.0,103967.1,,,,,,,,,,,,49.6,In Compliance,7 - Accepted by BERDO Team,44544.87685,No,No,No,No,No,No,4331167.0,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,in compliance,
105102,1102640000.0,PLOUFFE HARVEY TRST,495 arborway,boston,2130.0,461 495 arborway st,boston,2130.0,4012.0,,Multifamily Housing,Multifamily Housing ,170.6,,684565.5,626425.0,58140.5,,,,,,,,,,,,49.6,In Compliance,7 - Accepted by BERDO Team,37868.3453,No,No,No,No,No,No,4331167.0,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,in compliance,
105103,1102640000.0,PLOUFFE HARVEY TRST,1 dunning way,boston,2130.0,461 495 arborway st,boston,2130.0,4932.0,,Multifamily Housing,Multifamily Housing ,173.9,,857593.3,770072.0,87521.2,,,,,,,,,,,,49.6,In Compliance,7 - Accepted by BERDO Team,47821.45084,No,No,No,No,No,No,4331167.0,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,in compliance,
105104,1102640000.0,PLOUFFE HARVEY TRST,2 dunning way,boston,2130.0,461 495 arborway st,boston,2130.0,3452.0,,Multifamily Housing,Multifamily Housing ,171.5,,592120.7,538989.0,53131.7,,,,,,,,,,,,49.6,In Compliance,7 - Accepted by BERDO Team,32828.42326,No,No,No,No,No,No,4331167.0,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,in compliance,
105105,1102640000.0,PLOUFFE HARVEY TRST,3 dunning way,boston,2130.0,461 495 arborway st,boston,2130.0,4380.0,,Multifamily Housing,Multifamily Housing ,168.6,,738510.1,683884.0,54626.1,,,,,,,,,,,,49.6,In Compliance,7 - Accepted by BERDO Team,40642.00375,No,No,No,No,No,No,4331167.0,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,in compliance,
105106,1102640000.0,PLOUFFE HARVEY TRST,4 dunning way,boston,2130.0,461 495 arborway st,boston,2130.0,3424.0,,Multifamily Housing,Multifamily Housing ,172.2,,589700.4,534617.0,55083.3,,,,,,,,,,,,49.6,In Compliance,7 - Accepted by BERDO Team,32750.5979,No,No,No,No,No,No,4331167.0,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,in compliance,
105107,1102640000.0,PLOUFFE HARVEY TRST,399 forest hills st,boston,2130.0,461 495 arborway st,boston,2130.0,4470.0,,Multifamily Housing,Multifamily Housing ,167.9,,750696.8,697937.0,52759.8,,,,,,,,,,,,49.6,In Compliance,7 - Accepted by BERDO Team,41240.73425,No,No,No,No,No,No,4331167.0,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,in compliance,
105108,1102640000.0,PLOUFFE HARVEY TRST,100 morton st,boston,2130.0,461 495 arborway st,boston,2130.0,4380.0,,Multifamily Housing,Multifamily Housing ,164.1,,718662.5,683884.0,34778.5,,,,,,,,,,,,49.6,In Compliance,7 - Accepted by BERDO Team,39072.05859,No,No,No,No,No,No,4331167.0,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,in compliance,
105109,1102640000.0,PLOUFFE HARVEY TRST,96 morton st,boston,2130.0,461 495 arborway st,boston,2130.0,4380.0,,Multifamily Housing,Multifamily Housing ,169.0,,740356.0,683884.0,56472.0,,,,,,,,,,,,49.6,In Compliance,7 - Accepted by BERDO Team,40788.01444,No,No,No,No,No,No,4331167.0,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,in compliance,
105110,1102640000.0,PLOUFFE HARVEY TRST,98 morton st,boston,2130.0,461 495 arborway st,boston,2130.0,4380.0,,Multifamily Housing,Multifamily Housing ,178.8,,783238.1,683884.0,99354.0,,,,,,,,,,,,49.6,In Compliance,7 - Accepted by BERDO Team,44179.98064,No,No,No,No,No,No,4331167.0,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,in compliance,
105111,1102640000.0,PLOUFFE HARVEY TRST,1 o'leary way,boston,2130.0,461 495 arborway st,boston,2130.0,4932.0,,Multifamily Housing,Multifamily Housing ,173.3,,854481.5,770072.0,84409.5,,,,,,,,,,,,49.6,In Compliance,7 - Accepted by BERDO Team,47575.31537,No,No,No,No,No,No,4331167.0,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,in compliance,
105112,1102640000.0,PLOUFFE HARVEY TRST,3 o'leary way,boston,2130.0,461 495 arborway st,boston,2130.0,4932.0,,Multifamily Housing,Multifamily Housing ,167.2,,824769.8,770072.0,54697.8,,,,,,,,,,,,49.6,In Compliance,7 - Accepted by BERDO Team,45225.1199,No,No,No,No,No,No,4331167.0,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,in compliance,
105113,1102640000.0,PLOUFFE HARVEY TRST,1 catenaccia way,boston,2130.0,461 495 arborway st,boston,2130.0,4056.0,,Multifamily Housing,Multifamily Housing ,164.5,,667069.4,633294.0,33775.4,,,,,,,,,,,,49.6,In Compliance,7 - Accepted by BERDO Team,36305.87848,No,No,No,No,No,No,4331167.0,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,in compliance,
105114,1102640000.0,PLOUFFE HARVEY TRST,2-6 o'leary way,boston,2130.0,461 495 arborway st,boston,2130.0,14745.0,,Multifamily Housing,Multifamily Housing ,169.0,,2492538.9,2302255.0,190283.8,,,,,,,,,,,,49.6,In Compliance,7 - Accepted by BERDO Team,137324.2116,No,No,No,No,No,No,4331167.0,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,in compliance,
105115,304398000.0,PMH REALTIES LLC,207-211 congress st,boston,2110.0,217 209 congress st,boston,2110.0,82601.0,,Office,Office ,49.8,85.0,4113387.9,2384073.7,1729314.2,,,,,,,,,,,,6.53,In Compliance,7 - Accepted by BERDO Team,263406.9074,Yes,No,No,No,No,No,,,in compliance,
105123,1202208000.0,PNC ARHPF NEW PORT ANTONIO APTS LLC,55 elm hill ave,boston,2121.0,55 elm hill av,boston,2121.0,37448.0,,Multifamily Housing,Multifamily Housing ,51.4,86.0,1923587.0,1653445.3,270141.7,,,,,,,,,,,,27.43,In Compliance,7 - Accepted by BERDO Team,109182.6884,No,No,No,No,No,No,,,in compliance,
