BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Building Address City,Building Address Zip Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types,Site EUI (Energy Use Intensity kBtu/ft²),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Electricity Usage (kBtu),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Chilled Water Usage (kBtu),District Steam Usage (kBtu),Fuel Oil 1 Usage (kBtu),Fuel Oil 2 Usage (kBtu),Fuel Oil 4 Usage (kBtu),Fuel Oil 5 and 6 Usage (kBtu),Propane Usage (kBtu),Diesel Usage (kBtu),Kerosene Usage (kBtu),Water Usage Intensity (Gallons/ft²),Compliance Status,BERDO Report Status,Estimated Total GHG Emissions (kgCO2e),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (PPA),Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Cooresponding Campus ID,Notes,Reporting Compliance Status,First Emissions Compliance Year (Projected)
100001,303060001.0,1 LOVEJOY WHARF BOSTON  REALTY LLC,160  170 n washington st,boston,2114.0,160 170 n washington st,boston,2114.0,236688.0,,Office,"Office , Retail Store ",68.3,57.0,16177367.5,4101525.0,12075842.5,,,,,,,,,,,,9.29,In Compliance,7 - Accepted by BERDO Team,1173031.135,No,No,No,Yes,No,No,,,in compliance,
100002,304794000.0,10 TEMPLE PLACE LP,2-24 temple pl,boston,2111.0,24 2 temple pl,boston,2111.0,135344.0,,Multifamily Housing,"Personal Services Health/Beauty, Dry Cleaning, etc , Restaurant , Multifamily Housing , Medical Office , Supermarket/Grocery Store ",61.0,,8251242.7,5517394.8,2733847.9,,,,,,,,,,,,52.25,In Compliance,7 - Accepted by BERDO Team,509276.2067,No,No,No,Yes,No,No,,,in compliance,
100003,602757045.0,10-20 CHANNEL CENTER,20 channel center st,boston,2127.0,20 30 channel center st,boston,2127.0,255383.0,,Office,Office ,36.0,,9182640.8,,9182640.5,,,,,,,,,,,,5.6,In Compliance,7 - Accepted by BERDO Team,726346.8636,No,No,No,No,No,No,,,in compliance,
100005,304718000.0,10-24 SCHOOL STREET,24 school st,boston,2108.0,12 province st,boston,2108.0,134789.0,,Office,"Office , Data Center , Retail Store ",55.5,90.0,7480044.0,613.8,3783686.2,,,,3695743.9,,,,,,,,4.94,In Compliance,7 - Accepted by BERDO Team,544719.5723,No,No,No,Yes,No,No,,,in compliance,
100007,304408000.0,100 HIGH OWNER LLC,100 high st,boston,2110.0,100 high st,boston,2110.0,550326.0,94644.0,Office,"Office , Data Center , Other - Restaurant/Bar N/A, Parking ",52.6,72.0,28955904.0,,28955903.9,,,,,,,,,,,,7.03,In Compliance,7 - Accepted by BERDO Team,2290411.998,No,No,No,Yes,No,Yes,,,in compliance,
100008,602671039.0,100 NORTHERN AVENUE LLC,90  110 northern av,boston,2210.0,90 110 northern av,boston,2210.0,572998.0,166100.0,Office,"Restaurant , Office , Data Center , Parking ",83.7,50.0,47964541.9,16261839.9,31702700.4,,,,,,,,,,,,10.08,In Compliance,7 - Accepted by BERDO Team,3371349.919,No,No,No,Yes,No,Yes,,,in compliance,
100009,304220000.0,100 SUMMER OWNER LLC,100 summer st,boston,2110.0,100 summer st,boston,2110.0,1113465.0,21580.0,Office,"Office , Parking , Fast Food Restaurant ",84.4,50.0,94006017.9,,38052091.2,,,,55953938.3,,,,,,,,5.91,In Compliance,7 - Accepted by BERDO Team,6725261.917,No,No,No,Yes,No,Yes,,,in compliance,
100013,1001625010.0,101 HUNTINGTON OWNER (DE)  LLC,101 s huntington ave,boston,2199.0,105 s huntington av,boston,2199.0,205000.0,68250.0,Multifamily Housing,"Multifamily Housing , Heated Swimming Pool , Parking ",47.2,88.0,9682567.7,4877800.0,4804768.2,,,,,,,,,,,,36.65,In Compliance,7 - Accepted by BERDO Team,639117.1226,I'm not sure,No,No,No,No,No,,,in compliance,
100014,301675000.0,101 MERRIMAC OWNER LLC,101 merrimac st,boston,2114.0,101 merrimac st,boston,2114.0,162664.0,14627.0,Office,"Office , Parking ",47.6,84.0,7749001.7,414423.1,7334578.5,,,,,,,,,,,,7.07,In Compliance,7 - Accepted by BERDO Team,602175.1702,No,No,No,Yes,No,No,,,in compliance,
100015,602643020.0,101 SEAPORT BOULEVARD,101 seaport bl,boston,2210.0,101 seaport bl,boston,2210.0,620642.0,144404.0,Office,"Office , Parking ",55.8,82.0,34653551.2,11674103.0,22979448.1,,,,,,,,,,,,9.27,In Compliance,7 - Accepted by BERDO Team,2437685.955,No,No,No,Yes,No,Yes,,,in compliance,
100016,304578000.0,101 SUMMER STREET INC,105-111 summer st,boston,2110.0,101 111 summer st,boston,2110.0,52651.0,,Office,Office ,73.7,49.0,3881054.2,1589705.2,2291349.1,,,,,,,,,,,,12.22,In Compliance,7 - Accepted by BERDO Team,265674.957,Yes,No,No,Yes,No,No,,,in compliance,
100023,303842000.0,112 LLC,98-114 water st,boston,2109.0,102 114 water st,boston,2109.0,25320.0,,Office,Office ,30.4,92.0,769363.0,271600.0,497763.0,,,,,,,,,,,,2230.62,In Compliance,7 - Accepted by BERDO Team,53797.7293,No,No,No,No,No,No,,,in compliance,
100024,306400000.0,1134 WASHINGTON STREET,1134-1140 washington st,boston,2118.0,1134 1140 washington st,boston,2118.0,33538.0,,Multifamily Housing,"Multifamily Housing , Bank Branch , Other ",37.4,,1254138.2,833500.0,420638.2,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,77539.66662,I`m not sure,No,No,No,No,No,,,in compliance,
100027,2200550000.0,1200 SFR LLC,1200 soldiers field rd,boston,2134.0,1200 soldiers field rd,boston,2134.0,27543.0,,Office,Office ,35.2,82.0,970245.1,271189.1,699056.0,,,,,,,,,,,,1.48,In Compliance,7 - Accepted by BERDO Team,69698.1827,I'm not sure,No,No,No,No,No,,,in compliance,
100028,602643040.0,121 SEAPORT BOULEVARD CONDOMINIIUM TRUST,113  129 seaport bl,boston,2210.0,113 129 seaport bl,boston,2210.0,486562.0,130276.0,Office,"Office , Parking ",56.3,81.0,27398360.7,9172813.9,18225546.0,,,,,,,,,,,,7.05,In Compliance,7 - Accepted by BERDO Team,1928808.835,No,No,No,Yes,No,Yes,,,in compliance,
100031,1101208030.0,125 AMORY LEASEHOLD CONDOMINIUM ASSOCIATION,125 amory st,boston,2119.0,125 amory st,boston,2119.0,113806.0,,Multifamily Housing,Multifamily Housing ,97.4,7.0,11082552.8,3177877.1,7904675.9,,,,,,,,,,,,63.07,In Compliance,7 - Accepted by BERDO Team,794036.9165,No,No,No,Yes,No,No,,,in compliance,
100035,304334000.0,125 LINCOLN STREET OWNER LLC,109-153 lincoln st,boston,2111.0,109 153 lincoln st,boston,2111.0,110832.0,,Office,"Office , Parking , Retail Store ",36.9,,4093256.9,3850500.0,242757.0,,,,,,,,,,,,7.64,In Compliance,7 - Accepted by BERDO Team,223702.1337,No,No,No,No,No,No,,,in compliance,
100036,504328000.0,126 BROOKLINE AVENUE LLC,122-130 brookline ave,boston,2215.0,122 130 brookline av,boston,2215.0,71844.0,,Retail Store,"Restaurant , Office , Retail Store , Other ",109.0,,7833393.6,1974977.4,5858417.6,,,,,,,,,,,,51.45,In Compliance,7 - Accepted by BERDO Team,568291.8819,Yes,No,No,No,No,No,,,in compliance,
100037,602642000.0,133 SEAPORT RESIDENTIAL CONDOMINIUM TRUST,131-153 seaport blvd,boston,2210.0,131 149 seaport bl,boston,2210.0,193939.0,,Multifamily Housing,Multifamily Housing ,57.0,78.0,11048966.0,7392786.4,3656179.8,,,,,,,,,,,,24.36,In Compliance,7 - Accepted by BERDO Team,681834.7079,I'm not sure,No,No,Maybe,No,No,,,in compliance,
100038,602642100.0,133 SEAPORT RESIDENTIAL CONDOMINIUM TRUST,133 seaport bl,boston,2210.0,133 seaport bl,boston,2210.0,266921.0,,Multifamily Housing,Multifamily Housing ,43.7,92.0,11666636.6,6938160.7,4728475.8,,,,,,,,,,,,24.36,In Compliance,7 - Accepted by BERDO Team,742508.1506,No,No,No,No,No,No,,,in compliance,
100039,502721000.0,133-135 MARLBOROUGH STREET,133 marlborough st,boston,2116.0,133 135 marlborough st,boston,2116.0,22214.0,,Multifamily Housing,Multifamily Housing ,69.8,79.0,1549595.4,1176483.0,373112.4,,,,,,,,,,,,378.91,In Compliance,7 - Accepted by BERDO Team,91996.20297,I`m not sure,No,No,No,No,No,,,in compliance,
100041,1302364050.0,135 MORRISSEY OWNER LLC,135 william t morrissey blvd,boston,2127.0,135 wm t morrissey bl,boston,2127.0,708310.0,,Laboratory,"Office , Laboratory , Parking ",40.1,,28368151.5,8944433.7,19423717.6,,,,,,,,,,,,1.44,In Compliance,7 - Accepted by BERDO Team,2011454.936,No,No,No,No,No,Yes,,,in compliance,
100045,1000003000.0,1457 TREMONT STREET LLC,1455-1459 tremont st #,boston,2120.0,1457 tremont st,boston,2120.0,38208.0,763.0,Multifamily Housing,"Multifamily Housing , Bank Branch , Parking ",29.6,100.0,1130429.2,488000.0,642429.1,,,,,,,,,,,,20.74,In Compliance,7 - Accepted by BERDO Team,76733.82181,No,No,No,No,No,No,,,in compliance,
100046,1000517000.0,1480 TREMONT REALTY TRUST,1486 tremont st,boston,2120.0,1486 tremont st,boston,2120.0,75370.0,,Multifamily Housing,"Multifamily Housing , Parking ",52.8,92.0,3977636.3,2220251.5,1757384.7,,,,,,,,,,,,28.43,In Compliance,7 - Accepted by BERDO Team,256926.6869,No,No,No,No,No,No,,,in compliance,
100049,504242000.0,15-19 QUEENSBERRY STREET LLC,15 queensberry st,boston,2215.0,15 queensberry st,boston,2215.0,19110.0,,Multifamily Housing,Multifamily Housing ,50.6,93.0,966457.8,,273932.4,,,,,,692525.4,,,,,,52.27,In Compliance,7 - Accepted by BERDO Team,73060.36277,I`m not sure,No,No,No,No,No,,,in compliance,
100051,600074010.0,150 DORCHESTER AVENUE,150 dorchester ave,boston,2127.0,150 dorchester av,boston,2127.0,103803.0,,Multifamily Housing,Multifamily Housing ,53.1,7.0,5507239.6,2704500.0,2802739.6,,,,,,,,,,,,5005.22,In Compliance,7 - Accepted by BERDO Team,365332.6974,I'm not sure,No,No,No,No,No,,,in compliance,
100054,800791000.0,152 HAMPDEN STREET LLC,152 hampden st,boston,2119.0,152 hampden st,boston,2119.0,21000.0,,Office,"Bar/Nightclub , Office , Parking ",63.2,,1327146.0,698163.0,628983.1,,,,,,,,,,,,4.2,In Compliance,7 - Accepted by BERDO Team,86832.00014,I`m not sure,No,No,No,No,No,,,in compliance,
100055,100526000.0,16 BOARDMAN STREET CONDOMINIUM TRUST,16 boardman st,boston,2128.0,16 boardman st,boston,2128.0,19700.0,4580.0,Multifamily Housing,"Multifamily Housing , Parking ",20.0,,393836.9,,393836.9,,,,,,,,,,,,18.55,In Compliance,7 - Accepted by BERDO Team,31152.49879,No,No,No,No,No,No,,,in compliance,
100056,600268000.0,160 WEST BROADWAY,135 athens st,boston,2127.0,160 w broadway st,boston,2127.0,24358.0,5560.0,Multifamily Housing,"Multifamily Housing , Parking ",19.9,,485110.6,270100.0,215010.6,,,,,,,,,,,,1911.6,In Compliance,7 - Accepted by BERDO Team,31352.34946,No,No,No,No,No,No,,,in compliance,
100057,2102015000.0,16509 CWMA OWNER LLC,1650-1654 commonwealth ave,boston,2135.0,1650 commonwealth av,boston,2135.0,38640.0,,Multifamily Housing,Multifamily Housing ,117.9,20.0,4557120.1,3670000.1,887120.0,,,,,,,,,,,,29.99,In Compliance,7 - Accepted by BERDO Team,265084.8973,I'm not sure,No,No,Yes,No,No,,,in compliance,
100060,600291000.0,170 WEST BROADWAY,170 w broadway,boston,2127.0,170 w broadway,boston,2127.0,67100.0,13075.0,Multifamily Housing,"Multifamily Housing , Parking ",51.0,76.0,3421007.6,2016700.0,1404307.5,,,,,,,,,,,,2366.75,In Compliance,7 - Accepted by BERDO Team,218187.6603,No,No,No,No,No,No,,,in compliance,
100064,1200005000.0,185 DUDLEY STREET LLC,185 dudley st,boston,2119.0,185 dudley st,boston,2119.0,20152.0,,Office,Office ,68.3,38.0,1375515.9,971600.0,403916.0,,,,,,,,,,,,9.39,In Compliance,7 - Accepted by BERDO Team,83551.4316,I'm not sure,No,No,No,No,No,,,in compliance,
100065,304176000.0,185 FRANKLIN STREET,185 franklin st,boston,2110.0,185 franklin st,boston,2110.0,813721.0,35945.0,Office,"Office , Parking ",41.9,87.0,34071346.7,,20774078.0,,,,13297269.6,,,,,,,,243.92,In Compliance,7 - Accepted by BERDO Team,2526168.271,No,Yes,No,Yes,No,Yes,,,in compliance,
100066,801106020.0,1850  CONDOMINIUM  TRUST,90 wareham st,boston,2118.0,90 wareham st,boston,2118.0,70831.0,,Multifamily Housing,Multifamily Housing ,77.5,6.0,5488444.6,1205899.9,4282544.5,,,,,,,,,,,,27.05,In Compliance,7 - Accepted by BERDO Team,402794.6136,No,No,No,No,No,No,,,in compliance,
100069,303270000.0,190 NORTH STREET LLC,5 baker's aly,boston,2113.0,5 bakers al,boston,2113.0,43668.0,,Multifamily Housing,Multifamily Housing ,49.9,85.0,2178461.6,1424436.9,754024.7,,,,,,,,,,,,30.13,In Compliance,7 - Accepted by BERDO Team,135295.1975,I'm not sure,No,No,No,No,No,,,in compliance,
100071,2102480000.0,1955 COMM AVE LLC,1955 commonwealth ave,boston,2135.0,1955 commonwealth av,boston,2135.0,48132.0,,Multifamily Housing,Multifamily Housing ,70.2,73.0,3381073.4,2262233.8,437906.3,,,,,680933.3,,,,,,,40.96,In Compliance,7 - Accepted by BERDO Team,204834.223,No,No,No,No,No,No,,,in compliance,
100076,801023010.0,1K MASS AVE LLC,1000 massachusetts ave,boston,2118.0,1000 massachusetts av,boston,2118.0,31422.0,,Office,Office ,15.4,98.0,483538.4,,483538.4,,,,,,,,,,,,4.04,In Compliance,7 - Accepted by BERDO Team,38247.88744,I`m not sure,No,No,No,No,No,,,in compliance,
100080,305348000.0,201 SOUTH STREET OWNER LLC,195  201 south st,boston,2111.0,195 201 south st,boston,2111.0,84581.4,,Office,Office ,46.3,93.0,3913976.8,2920409.2,993567.6,,,,,,,,,,,,1.44,In Compliance,7 - Accepted by BERDO Team,233694.1298,I'm not sure,No,No,No,No,No,,,in compliance,
100083,302807000.0,21 BEACON CONDOMINIUM TRUST,21-23 beacon st,boston,2108.0,19 23 beacon st,boston,2108.0,131932.0,,Multifamily Housing,"Multifamily Housing , Office , Other - Restaurant/Bar , Convenience Store without Gas Station ",103.8,46.0,13694835.6,10684799.7,3010036.0,,,,,,,,,,,,40.04,In Compliance,7 - Accepted by BERDO Team,805563.5597,No,No,No,No,No,No,,,in compliance,
100084,1704098000.0,2165 DOT AVE LLC,2165 dorchester ave,boston,2124.0,2165 dorchester av,boston,2124.0,31200.0,,Multifamily Housing,Multifamily Housing ,67.6,83.0,2109093.5,,386163.3,,,,,,1722930.1,,,,,,48.99,In Compliance,7 - Accepted by BERDO Team,158404.1598,Yes,No,No,No,No,No,,,in compliance,
100086,1100896020.0,225 CENTRE STREET CONDOMINIUM TRUST,225 centre st,boston,2119.0,225 centre st,boston,2119.0,111325.0,8400.0,Multifamily Housing,"Multifamily Housing , Parking , Other ",70.3,76.0,7828343.2,5287177.7,2541165.5,,,,,,,,,,,,36.64,In Compliance,7 - Accepted by BERDO Team,481808.1987,No,No,No,No,No,No,,,in compliance,
100088,1502982000.0,233 HANCOCK LLC,233 hancock st,boston,2125.0,233 hancock st,boston,2125.0,36160.0,,Multifamily Housing,Multifamily Housing ,36.8,48.0,1330212.6,,1330212.6,,,,,,,,,,,,19.97,In Compliance,7 - Accepted by BERDO Team,105219.8167,Yes,No,No,No,No,No,,,in compliance,
100090,401400000.0,24 HAVILAND LLC MASS LLC,24 haviland st,boston,2115.0,24 haviland st,boston,2115.0,25030.0,,Multifamily Housing,Multifamily Housing ,73.2,78.0,1831093.1,1450000.0,381093.1,,,,,,,,,,,,39.97,In Compliance,7 - Accepted by BERDO Team,107153.9642,I`m not sure,No,No,No,No,No,,,in compliance,
100091,2201898000.0,24-26 HICHBORN STREET LLC,26 hichborn st,boston,2135.0,26 24 hichborn st,boston,2135.0,31532.0,8500.0,Multifamily Housing,,35.9,99.0,1132994.9,375200.0,757795.0,,,,,,,,,,,,29.65,In Compliance,7 - Accepted by BERDO Team,79868.4565,No,No,No,No,No,No,,,in compliance,
100095,602674085.0,25 FID KENNEDY LLC LESSEE,25 fid kennedy dr,boston,2210.0,25 fid kennedy dr,boston,2210.0,157000.0,,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant ,56.6,,8893722.0,5815986.2,3077735.9,,,,,,,,,,,,1.15,In Compliance,7 - Accepted by BERDO Team,552335.9368,No,No,No,No,No,Yes,,,in compliance,
100096,1403317001.0,250 WOODROW AVENUE LLC,250-258 woodrow ave,boston,2124.0,258 250 woodrow av,boston,2124.0,21000.0,,Self-Storage Facility,Self-Storage Facility ,29.7,,623910.2,473126.2,150784.0,,,,,,,,,,,,0.19,In Compliance,7 - Accepted by BERDO Team,37054.74688,No,No,No,No,No,No,,,in compliance,
100097,1001074000.0,256 HOLDINGS LLC,256 parker hill ave,boston,2120.0,256 parker hill av,boston,2120.0,23256.0,,Multifamily Housing,Multifamily Housing ,45.6,89.0,1060464.7,,656878.2,,,,,403586.5,,,,,,,41.56,In Compliance,7 - Accepted by BERDO Team,81622.67337,No,No,No,No,No,No,,,in compliance,
100101,602701000.0,262 SUMMER REALTY ASSOCIATES,262-266 summer st,boston,2210.0,262 266 summer st,boston,2210.0,55907.0,2407.0,Office,"Office , Parking ",55.5,82.0,3101224.0,327500.0,2773724.0,,,,,,,,,,,,5.21,In Compliance,7 - Accepted by BERDO Team,236795.0934,No,No,No,No,No,No,,,in compliance,
100104,602697000.0,280 HOLDINGS LLC,286-290 summer st,boston,2210.0,290 286 summer st,boston,2210.0,138350.0,,Office,Office ,44.3,,6131709.2,,3701474.1,,,,,,2430235.1,,,,,,1.98,In Compliance,7 - Accepted by BERDO Team,473134.3481,No,No,No,Yes,No,No,,,in compliance,
100107,303907000.0,294 WASHINGTON OWNER LLC,280-306 washington st,boston,2108.0,280 300 washington st,boston,2108.0,226530.0,,Office,"Office , Medical Office ",42.7,89.0,9675064.5,4396800.0,5278265.1,,,,,,,,,,,,5.85,In Compliance,7 - Accepted by BERDO Team,651024.8174,No,No,No,Yes,No,No,,,in compliance,
100108,2102565020.0,2LIFE KURLAT LLC,28 wallingford rd,boston,2135.0,28 wallingford rd,boston,2135.0,187656.0,,Multifamily Housing,Multifamily Housing ,87.6,24.0,16439513.2,11015201.7,5424312.3,,,,,,,,,,,,49.83,In Compliance,7 - Accepted by BERDO Team,1014080.465,No,No,No,Yes,No,No,,,in compliance,
100109,2102565010.0,2LIFE LEVENTHAL LIMITED PARTNERSHIP,40 Wallingford Road,Boston,2135.0,40 wallingford rd,boston,2135.0,158387.0,,Multifamily Housing,Multifamily Housing ,89.8,25.0,14216843.5,9485371.2,4731471.6,,,,,,,,,,,,46.07,In Compliance,7 - Accepted by BERDO Team,878027.468,No,No,No,Yes,No,No,27985546.0,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,in compliance,
100110,2102565015.0,2LIFE UNIN LIMITED PARTNERSHIP,30 wallingford rd,boston,2135.0,30 wallingford rd,boston,2135.0,140889.0,,Multifamily Housing,Multifamily Housing ,78.9,86.0,11115216.0,8875563.9,2239652.2,,,,,,,,,,,,51.69,In Compliance,7 - Accepted by BERDO Team,648537.6877,No,No,No,Yes,No,No,,,in compliance,
100112,601166060.0,300 A STREET LLC,288-304 a st,boston,2127.0,288 304 a st,boston,2127.0,120231.0,,Office,Office ,59.7,75.0,7182084.2,3665417.4,3516666.5,,,,,,,,,,,,1.37,In Compliance,7 - Accepted by BERDO Team,472838.6383,Yes,No,No,Yes,No,No,,,in compliance,
100113,401160000.0,300 MASS AVE LLC,300 massachusetts ave,Boston,2115.0,247 huntington av,boston,2115.0,102863.0,,Office,Office ,29.5,87.0,3033169.7,,3033169.7,,,,,,,,,,,,,In Compliance,7 - Accepted by BERDO Team,239923.7233,I'm not sure,No,No,No,No,No,4021806.0,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,in compliance,
100116,602763010.0,311 SUMNER AVENUE INC,311-319 summer st,boston,2127.0,323 329 a st,boston,2127.0,57865.0,,Office,Office ,55.9,46.0,3231976.4,1017400.0,2214576.3,,,,,,,,,,,,5.12,In Compliance,7 - Accepted by BERDO Team,229207.0993,Yes,No,No,Yes,No,No,,,in compliance,
100120,202160000.0,32 CAMBRIDGE STREET LLC,34 cambridge st,boston,2129.0,572 rutherford av,boston,2129.0,141620.0,,Multifamily Housing,"Multifamily Housing , Parking ",34.5,89.0,4883538.2,1126799.9,3756738.2,,,,,,,,,,,,29.62,In Compliance,7 - Accepted by BERDO Team,357002.3343,No,No,No,Yes,No,No,,,in compliance,
100124,304721000.0,333 WASHINGTON STREET,315-333 washington st,boston,2108.0,315 345 washington st,boston,2108.0,143954.0,,Other - Mall,Other - Mall ,96.3,,13868466.3,6324926.5,7543539.6,,,,,,,,,,,,40.32,In Compliance,7 - Accepted by BERDO Team,932610.8288,I`m not sure,No,No,No,No,No,,,in compliance,
100127,306337000.0,345 HARRISON LLC,335-347 harrison ave,boston,2118.0,345 harrison av,boston,2118.0,612131.0,,Multifamily Housing,"Multifamily Housing , Parking , Retail Store ",74.9,32.0,45823942.3,22475399.4,23249265.6,,,,,,99277.2,,,,,,26.15,In Compliance,7 - Accepted by BERDO Team,3040052.732,No,No,Yes,Yes,No,Yes,,,in compliance,
100135,700014000.0,371 SMILEY DORCHESTER LLC,385 dorchester ave,boston,2127.0,371 393 dorchester av,boston,2127.0,149105.0,,Non-Refrigerated Warehouse,"Personal Services Health/Beauty, Dry Cleaning, etc , Food Sales , Office , Non-Refrigerated Warehouse ",45.0,,6714486.3,4960800.2,1753686.1,,,,,,,,,,,,10.16,In Compliance,7 - Accepted by BERDO Team,402184.6691,No,No,No,No,No,No,,,in compliance,
100145,2009180010.0,391 EAST CENTRAL LLC,1208b vfw pkwy,boston,2132.0,1208 b vfw pw,boston,2132.0,37000.0,,Office,Office ,63.8,66.0,2360686.8,1112700.0,1247986.8,,,,,,,,,,,,908.51,In Compliance,7 - Accepted by BERDO Team,157811.2529,No,No,No,No,No,No,,,in compliance,
100150,303824000.0,40 BROAD STREET OWNER INC,36-44 broad st,boston,2109.0,36 44 broad st,boston,2109.0,309915.0,,Office,"Restaurant , Office ",39.5,80.0,12255064.9,,7149248.9,,,,5105816.5,,,,,,,,12.53,In Compliance,7 - Accepted by BERDO Team,904531.8036,No,No,No,Yes,No,No,,,in compliance,
100151,602757060.0,40 CHANNEL CENTER STREET BOSTON LLC,239-241 a st,boston,2127.0,40 channel center st,boston,2127.0,26400.0,,Office,"Restaurant , Office ",19.3,,509090.4,229172.4,279918.0,,,,,,,,,,,,0.99,In Compliance,7 - Accepted by BERDO Team,34312.85996,No,No,No,No,No,No,,,in compliance,
100155,401737000.0,409 HUNTINGTON LLC,409 huntington ave,boston,2115.0,409 huntington av,boston,2115.0,39275.0,,Multifamily Housing,Multifamily Housing ,113.6,8.0,4461709.5,582882.6,829180.8,,,,,3049646.1,,,,,,,65.92,In Compliance,7 - Accepted by BERDO Team,320694.0845,No,No,No,No,No,No,,,in compliance,
100168,304705000.0,45 PROVINCE CONDOMINUM,45 province st,boston,2108.0,27 47 province st,boston,2108.0,206590.0,69029.0,Multifamily Housing,"Restaurant , Pre-school/Daycare , Multifamily Housing , Heated Swimming Pool , Parking ",83.4,27.0,17228678.3,9490269.4,7738409.2,,,,,,,,,,,,33.67,In Compliance,7 - Accepted by BERDO Team,1116136.376,No,No,No,Yes,No,No,,,in compliance,
100172,801108000.0,46 WAREHAM STREET LLC,46-76 wareham st,boston,2118.0,46 wareham st,boston,2118.0,56112.0,13540.0,Multifamily Housing,"Multifamily Housing , Parking ",52.0,62.0,2915582.7,1208600.0,1706982.7,,,,,,,,,,,,12.5,In Compliance,7 - Accepted by BERDO Team,199211.0776,No,No,No,Yes,No,No,,,in compliance,
100175,101660001.0,480 MCCLELLAN LLC,wm f mcclellan hw,boston,2128.0,wm f mcclellan hw,boston,2128.0,140980.0,,Distribution Center,"Distribution Center , Office ",51.3,57.0,7238112.2,2615414.8,4622697.0,,,,,,,,,,,,251.4,In Compliance,7 - Accepted by BERDO Team,504560.0127,Yes,No,No,No,No,No,,,in compliance,
100178,1000036000.0,49 WORTHINGTON STREET BOSTON LLC,49 worthington st,boston,2120.0,49 worthington st,boston,2120.0,26125.0,,Multifamily Housing,Multifamily Housing ,86.7,92.0,2265411.7,1940565.4,324846.3,,,,,,,,,,,,49.23,In Compliance,7 - Accepted by BERDO Team,128758.7707,No,No,No,No,No,No,,,in compliance,
100180,602670450.0,50 LIBERTY LLC,50 liberty dr,boston,2210.0,50 liberty dr,boston,2210.0,277621.0,71569.0,Multifamily Housing,Multifamily Housing ,122.4,,33978762.7,23013334.8,10965427.6,,,,,,,,,,,,28.97,In Compliance,7 - Accepted by BERDO Team,2089603.534,I`m not sure,No,No,No,No,No,,,in compliance,
100181,401567000.0,50 SYMPHONY  LLC,50 symphony rd,boston,2115.0,50 44 symphony rd,boston,2115.0,24500.0,4500.0,Multifamily Housing,"Multifamily Housing , Parking ",39.2,96.0,961237.5,489504.6,471732.9,,,,,,,,,,,,2020.67,In Compliance,7 - Accepted by BERDO Team,63311.6617,No,No,No,No,No,No,,,in compliance,
100182,401092000.0,500 BOYLSTON & 222 BERKELEY,500 boylston st,boston,2116.0,500 boylston st,boston,2116.0,761594.0,250368.0,Office,"Office , Parking , Other ",50.5,75.0,38445810.6,,38445801.8,,,,,,,,,,,,14.03,In Compliance,7 - Accepted by BERDO Team,3041062.922,I'm not sure,No,No,Yes,No,No,,,in compliance,
100183,401096000.0,500 BOYLSTON & 222 BERKELEY,222 berkeley st,boston,2116.0,222 berkeley st,boston,2116.0,551775.0,172800.0,Office,"Restaurant , Office , Bank Branch , Parking , Fast Food Restaurant , Retail Store ",45.6,79.0,25145075.5,,25145075.2,,,,,,,,,,,,2.33,In Compliance,7 - Accepted by BERDO Team,1988975.448,No,No,No,Yes,No,No,,,in compliance,
100186,303870000.0,53 STATE PROPERTY LP,43-65 state st,boston,2109.0,43 65 state st,boston,2109.0,1223347.0,37922.0,Office,"Restaurant , Office , Bank Branch , Convenience Store without Gas Station , Parking , Fitness Center/Health Club/Gym ",46.9,86.0,57343377.3,,40123106.9,,,,17220277.2,,,,,,,,5.4,In Compliance,7 - Accepted by BERDO Team,4200066.277,No,No,No,Yes,No,Yes,,,in compliance,
100188,601509010.0,5514 D STREET 320 BOSTON LLC,320 d st,boston,2127.0,320 d st,boston,2127.0,259607.0,,Multifamily Housing,"Multifamily Housing , Parking ",40.6,95.0,10546875.7,5959499.8,4587376.0,,,,,,,,,,,,21.63,In Compliance,7 - Accepted by BERDO Team,679370.476,No,No,No,No,No,Yes,,,in compliance,
100189,601520004.0,5515 D STREET 339 BOSTON LLC,339 d st,boston,2127.0,339 d st,boston,2127.0,41760.0,8400.0,Multifamily Housing,"Multifamily Housing , Parking ",24.5,100.0,1021898.2,526800.0,495098.3,,,,,,,,,,,,22.33,In Compliance,7 - Accepted by BERDO Team,67140.62353,No,No,No,No,No,No,,,in compliance,
